,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
946,15,16-64 años,Extranjeros,Mujeres,2020,18461.0
947,15,16-64 años,Extranjeros,Mujeres,2019,16531.0
948,15,16-64 años,% Extranjeros,Hombres,2021,4.86
949,15,16-64 años,% Extranjeros,Hombres,2020,4.76
950,15,16-64 años,% Extranjeros,Hombres,2019,4.2
951,15,16-64 años,% Extranjeros,Mujeres,2021,5.36
952,15,16-64 años,% Extranjeros,Mujeres,2020,5.22
953,15,16-64 años,% Extranjeros,Mujeres,2019,4.67
954,15,65 y más,Españoles,Hombres,2021,118885.0
955,15,65 y más,Españoles,Hombres,2020,117260.0
956,15,65 y más,Españoles,Hombres,2019,115501.0
957,15,65 y más,Españoles,Mujeres,2021,160778.0
958,15,65 y más,Españoles,Mujeres,2020,159364.0
959,15,65 y más,Españoles,Mujeres,2019,157638.0
960,15,65 y más,Extranjeros,Hombres,2021,1109.0
961,15,65 y más,Extranjeros,Hombres,2020,1078.0
962,15,65 y más,Extranjeros,Hombres,2019,928.0
963,15,65 y más,Extranjeros,Mujeres,2021,1577.0
964,15,65 y más,Extranjeros,Mujeres,2020,1530.0
965,15,65 y más,Extranjeros,Mujeres,2019,1297.0
966,15,65 y más,% Extranjeros,Hombres,2021,0.92
967,15,65 y más,% Extranjeros,Hombres,2020,0.91
968,15,65 y más,% Extranjeros,Hombres,2019,0.8
969,15,65 y más,% Extranjeros,Mujeres,2021,0.97
970,15,65 y más,% Extranjeros,Mujeres,2020,0.95
971,15,65 y más,% Extranjeros,Mujeres,2019,0.82
972,16,0-15 años,Españoles,Hombres,2021,10857.0
973,16,0-15 años,Españoles,Hombres,2020,10996.0
974,16,0-15 años,Españoles,Hombres,2019,11236.0
975,16,0-15 años,Españoles,Mujeres,2021,10481.0
976,16,0-15 años,Españoles,Mujeres,2020,10658.0
977,16,0-15 años,Españoles,Mujeres,2019,10956.0
978,16,0-15 años,Extranjeros,Hombres,2021,2156.0
979,16,0-15 años,Extranjeros,Hombres,2020,2140.0
980,16,0-15 años,Extranjeros,Hombres,2019,2058.0
981,16,0-15 años,Extranjeros,Mujeres,2021,2119.0
982,16,0-15 años,Extranjeros,Mujeres,2020,2071.0
983,16,0-15 años,Extranjeros,Mujeres,2019,1981.0
984,16,0-15 años,% Extranjeros,Hombres,2021,16.57
985,16,0-15 años,% Extranjeros,Hombres,2020,16.29
986,16,0-15 años,% Extranjeros,Hombres,2019,15.48
987,16,0-15 años,% Extranjeros,Mujeres,2021,16.82
988,16,0-15 años,% Extranjeros,Mujeres,2020,16.27
989,16,0-15 años,% Extranjeros,Mujeres,2019,15.31
990,16,16-64 años,Españoles,Hombres,2021,55942.0
991,16,16-64 años,Españoles,Hombres,2020,55917.0
992,16,16-64 años,Españoles,Hombres,2019,56430.0
993,16,16-64 años,Españoles,Mujeres,2021,51596.0
994,16,16-64 años,Españoles,Mujeres,2020,51410.0
995,16,16-64 años,Españoles,Mujeres,2019,51754.0
996,16,16-64 años,Extranjeros,Hombres,2021,8935.0
997,16,16-64 años,Extranjeros,Hombres,2020,8867.0
998,16,16-64 años,Extranjeros,Hombres,2019,8203.0
999,16,16-64 años,Extranjeros,Mujeres,2021,8532.0
1000,16,16-64 años,Extranjeros,Mujeres,2020,8511.0
1001,16,16-64 años,Extranjeros,Mujeres,2019,7872.0
1002,16,16-64 años,% Extranjeros,Hombres,2021,13.77
1003,16,16-64 años,% Extranjeros,Hombres,2020,13.69
1004,16,16-64 años,% Extranjeros,Hombres,2019,12.69
1005,16,16-64 años,% Extranjeros,Mujeres,2021,14.19
1006,16,16-64 años,% Extranjeros,Mujeres,2020,14.2
1007,16,16-64 años,% Extranjeros,Mujeres,2019,13.2
1008,16,65 y más,Españoles,Hombres,2021,19987.0
1009,16,65 y más,Españoles,Hombres,2020,20286.0
1010,16,65 y más,Españoles,Hombres,2019,20433.0
1011,16,65 y más,Españoles,Mujeres,2021,24326.0
1012,16,65 y más,Españoles,Mujeres,2020,24741.0
1013,16,65 y más,Españoles,Mujeres,2019,24949.0
1014,16,65 y más,Extranjeros,Hombres,2021,241.0
1015,16,65 y más,Extranjeros,Hombres,2020,224.0
1016,16,65 y más,Extranjeros,Hombres,2019,182.0
1017,16,65 y más,Extranjeros,Mujeres,2021,344.0
1018,16,65 y más,Extranjeros,Mujeres,2020,318.0
1019,16,65 y más,Extranjeros,Mujeres,2019,275.0
1020,16,65 y más,% Extranjeros,Hombres,2021,1.19
1021,16,65 y más,% Extranjeros,Hombres,2020,1.09
1022,16,65 y más,% Extranjeros,Hombres,2019,0.88
1023,16,65 y más,% Extranjeros,Mujeres,2021,1.39
1024,16,65 y más,% Extranjeros,Mujeres,2020,1.27
1025,16,65 y más,% Extranjeros,Mujeres,2019,1.09
1026,20,0-15 años,Españoles,Hombres,2021,50212.0
1027,20,0-15 años,Españoles,Hombres,2020,51302.0
1028,20,0-15 años,Españoles,Hombres,2019,52413.0
1029,20,0-15 años,Españoles,Mujeres,2021,47546.0
1030,20,0-15 años,Españoles,Mujeres,2020,48607.0
1031,20,0-15 años,Españoles,Mujeres,2019,49541.0
1032,20,0-15 años,Extranjeros,Hombres,2021,5062.0
1033,20,0-15 años,Extranjeros,Hombres,2020,5127.0
1034,20,0-15 años,Extranjeros,Hombres,2019,4822.0
1035,20,0-15 años,Extranjeros,Mujeres,2021,4690.0
1036,20,0-15 años,Extranjeros,Mujeres,2020,4726.0
1037,20,0-15 años,Extranjeros,Mujeres,2019,4390.0
1038,20,0-15 años,% Extranjeros,Hombres,2021,9.16
1039,20,0-15 años,% Extranjeros,Hombres,2020,9.09
1040,20,0-15 años,% Extranjeros,Hombres,2019,8.42
1041,20,0-15 años,% Extranjeros,Mujeres,2021,8.98
1042,20,0-15 años,% Extranjeros,Mujeres,2020,8.86
1043,20,0-15 años,% Extranjeros,Mujeres,2019,8.14
1044,20,16-64 años,Españoles,Hombres,2021,203882.0
1045,20,16-64 años,Españoles,Hombres,2020,204684.0
1046,20,16-64 años,Españoles,Hombres,2019,205401.0
1047,20,16-64 años,Españoles,Mujeres,2021,200437.0
1048,20,16-64 años,Españoles,Mujeres,2020,200937.0
1049,20,16-64 años,Españoles,Mujeres,2019,201907.0
1050,20,16-64 años,Extranjeros,Hombres,2021,24570.0
1051,20,16-64 años,Extranjeros,Hombres,2020,24000.0
1052,20,16-64 años,Extranjeros,Hombres,2019,21967.0
1053,20,16-64 años,Extranjeros,Mujeres,2021,24617.0
1054,20,16-64 años,Extranjeros,Mujeres,2020,24520.0
1055,20,16-64 años,Extranjeros,Mujeres,2019,22471.0
1056,20,16-64 años,% Extranjeros,Hombres,2021,10.75
1057,20,16-64 años,% Extranjeros,Hombres,2020,10.49
1058,20,16-64 años,% Extranjeros,Hombres,2019,9.66
1059,20,16-64 años,% Extranjeros,Mujeres,2021,10.94
1060,20,16-64 años,% Extranjeros,Mujeres,2020,10.88
1061,20,16-64 años,% Extranjeros,Mujeres,2019,10.01
1062,20,65 y más,Españoles,Hombres,2021,70110.0
1063,20,65 y más,Españoles,Hombres,2020,69219.0
1064,20,65 y más,Españoles,Hombres,2019,68054.0
1065,20,65 y más,Españoles,Mujeres,2021,92868.0
1066,20,65 y más,Españoles,Mujeres,2020,92087.0
1067,20,65 y más,Españoles,Mujeres,2019,90965.0
1068,20,65 y más,Extranjeros,Hombres,2021,881.0
1069,20,65 y más,Extranjeros,Hombres,2020,798.0
1070,20,65 y más,Extranjeros,Hombres,2019,706.0
1071,20,65 y más,Extranjeros,Mujeres,2021,1158.0
1072,20,65 y más,Extranjeros,Mujeres,2020,1114.0
1073,20,65 y más,Extranjeros,Mujeres,2019,939.0
1074,20,65 y más,% Extranjeros,Hombres,2021,1.24
1075,20,65 y más,% Extranjeros,Hombres,2020,1.14
1076,20,65 y más,% Extranjeros,Hombres,2019,1.03
1077,20,65 y más,% Extranjeros,Mujeres,2021,1.23
1078,20,65 y más,% Extranjeros,Mujeres,2020,1.2
1079,20,65 y más,% Extranjeros,Mujeres,2019,1.02
1080,17,0-15 años,Españoles,Hombres,2021,53471.0
1081,17,0-15 años,Españoles,Hombres,2020,53828.0
1082,17,0-15 años,Españoles,Hombres,2019,54248.0
1083,17,0-15 años,Españoles,Mujeres,2021,50482.0
1084,17,0-15 años,Españoles,Mujeres,2020,50953.0
1085,17,0-15 años,Españoles,Mujeres,2019,51376.0
1086,17,0-15 años,Extranjeros,Hombres,2021,13802.0
1087,17,0-15 años,Extranjeros,Hombres,2020,14334.0
1088,17,0-15 años,Extranjeros,Hombres,2019,13971.0
1089,17,0-15 años,Extranjeros,Mujeres,2021,13105.0
1090,17,0-15 años,Extranjeros,Mujeres,2020,13514.0
1091,17,0-15 años,Extranjeros,Mujeres,2019,13168.0
1092,17,0-15 años,% Extranjeros,Hombres,2021,20.52
1093,17,0-15 años,% Extranjeros,Hombres,2020,21.03
1094,17,0-15 años,% Extranjeros,Hombres,2019,20.48
1095,17,0-15 años,% Extranjeros,Mujeres,2021,20.61
1096,17,0-15 años,% Extranjeros,Mujeres,2020,20.96
1097,17,0-15 años,% Extranjeros,Mujeres,2019,20.4
1098,17,16-64 años,Españoles,Hombres,2021,197933.0
1099,17,16-64 años,Españoles,Hombres,2020,196297.0
1100,17,16-64 años,Españoles,Hombres,2019,195944.0
1101,17,16-64 años,Españoles,Mujeres,2021,192809.0
1102,17,16-64 años,Españoles,Mujeres,2020,190821.0
1103,17,16-64 años,Españoles,Mujeres,2019,190175.0
1104,17,16-64 años,Extranjeros,Hombres,2021,64181.0
1105,17,16-64 años,Extranjeros,Hombres,2020,63955.0
1106,17,16-64 años,Extranjeros,Hombres,2019,59832.0
1107,17,16-64 años,Extranjeros,Mujeres,2021,57456.0
1108,17,16-64 años,Extranjeros,Mujeres,2020,57646.0
1109,17,16-64 años,Extranjeros,Mujeres,2019,54906.0
1110,17,16-64 años,% Extranjeros,Hombres,2021,24.49
1111,17,16-64 años,% Extranjeros,Hombres,2020,24.57
1112,17,16-64 años,% Extranjeros,Hombres,2019,23.39
1113,17,16-64 años,% Extranjeros,Mujeres,2021,22.96
1114,17,16-64 años,% Extranjeros,Mujeres,2020,23.2
1115,17,16-64 años,% Extranjeros,Mujeres,2019,22.4
1116,17,65 y más,Españoles,Hombres,2021,58981.0
1117,17,65 y más,Españoles,Hombres,2020,57653.0
1118,17,65 y más,Españoles,Hombres,2019,56410.0
1119,17,65 y más,Españoles,Mujeres,2021,72890.0
1120,17,65 y más,Españoles,Mujeres,2020,71801.0
1121,17,65 y más,Españoles,Mujeres,2019,70583.0
1122,17,65 y más,Extranjeros,Hombres,2021,5401.0
1123,17,65 y más,Extranjeros,Hombres,2020,5116.0
1124,17,65 y más,Extranjeros,Hombres,2019,4893.0
1125,17,65 y más,Extranjeros,Mujeres,2021,6085.0
1126,17,65 y más,Extranjeros,Mujeres,2020,5870.0
1127,17,65 y más,Extranjeros,Mujeres,2019,5538.0
1128,17,65 y más,% Extranjeros,Hombres,2021,8.39
1129,17,65 y más,% Extranjeros,Hombres,2020,8.15
1130,17,65 y más,% Extranjeros,Hombres,2019,7.98
1131,17,65 y más,% Extranjeros,Mujeres,2021,7.7
1132,17,65 y más,% Extranjeros,Mujeres,2020,7.56
1133,17,65 y más,% Extranjeros,Mujeres,2019,7.28
1134,18,0-15 años,Españoles,Hombres,2021,68986.0
1135,18,0-15 años,Españoles,Hombres,2020,70402.0
1136,18,0-15 años,Españoles,Hombres,2019,71218.0
1137,18,0-15 años,Españoles,Mujeres,2021,65314.0
1138,18,0-15 años,Españoles,Mujeres,2020,66405.0
1139,18,0-15 años,Españoles,Mujeres,2019,67243.0
1140,18,0-15 años,Extranjeros,Hombres,2021,4705.0
1141,18,0-15 años,Extranjeros,Hombres,2020,4640.0
1142,18,0-15 años,Extranjeros,Hombres,2019,4280.0
1143,18,0-15 años,Extranjeros,Mujeres,2021,4524.0
1144,18,0-15 años,Extranjeros,Mujeres,2020,4383.0
1145,18,0-15 años,Extranjeros,Mujeres,2019,4016.0
1146,18,0-15 años,% Extranjeros,Hombres,2021,6.38
1147,18,0-15 años,% Extranjeros,Hombres,2020,6.18
1148,18,0-15 años,% Extranjeros,Hombres,2019,5.67
1149,18,0-15 años,% Extranjeros,Mujeres,2021,6.48
1150,18,0-15 años,% Extranjeros,Mujeres,2020,6.19
1151,18,0-15 años,% Extranjeros,Mujeres,2019,5.64
1152,18,16-64 años,Españoles,Hombres,2021,279104.0
1153,18,16-64 años,Españoles,Hombres,2020,278728.0
1154,18,16-64 años,Españoles,Hombres,2019,279046.0
1155,18,16-64 años,Españoles,Mujeres,2021,277717.0
1156,18,16-64 años,Españoles,Mujeres,2020,277335.0
1157,18,16-64 años,Españoles,Mujeres,2019,277519.0
1158,18,16-64 años,Extranjeros,Hombres,2021,27404.0
1159,18,16-64 años,Extranjeros,Hombres,2020,26360.0
1160,18,16-64 años,Extranjeros,Hombres,2019,24732.0
1161,18,16-64 años,Extranjeros,Mujeres,2021,25281.0
1162,18,16-64 años,Extranjeros,Mujeres,2020,24384.0
1163,18,16-64 años,Extranjeros,Mujeres,2019,22594.0
1164,18,16-64 años,% Extranjeros,Hombres,2021,8.94
1165,18,16-64 años,% Extranjeros,Hombres,2020,8.64
1166,18,16-64 años,% Extranjeros,Hombres,2019,8.14
1167,18,16-64 años,% Extranjeros,Mujeres,2021,8.34
1168,18,16-64 años,% Extranjeros,Mujeres,2020,8.08
1169,18,16-64 años,% Extranjeros,Mujeres,2019,7.53
1170,18,65 y más,Españoles,Hombres,2021,70787.0
1171,18,65 y más,Españoles,Hombres,2020,69771.0
1172,18,65 y más,Españoles,Hombres,2019,68599.0
1173,18,65 y más,Españoles,Mujeres,2021,92056.0
1174,18,65 y más,Españoles,Mujeres,2020,91372.0
1175,18,65 y más,Españoles,Mujeres,2019,90084.0
1176,18,65 y más,Extranjeros,Hombres,2021,2697.0
1177,18,65 y más,Extranjeros,Hombres,2020,2694.0
1178,18,65 y más,Extranjeros,Hombres,2019,2680.0
1179,18,65 y más,Extranjeros,Mujeres,2021,2763.0
1180,18,65 y más,Extranjeros,Mujeres,2020,2694.0
1181,18,65 y más,Extranjeros,Mujeres,2019,2667.0
1182,18,65 y más,% Extranjeros,Hombres,2021,3.67
1183,18,65 y más,% Extranjeros,Hombres,2020,3.72
1184,18,65 y más,% Extranjeros,Hombres,2019,3.76
1185,18,65 y más,% Extranjeros,Mujeres,2021,2.91
1186,18,65 y más,% Extranjeros,Mujeres,2020,2.86
1187,18,65 y más,% Extranjeros,Mujeres,2019,2.88
1188,19,0-15 años,Españoles,Hombres,2021,19872.0
1189,19,0-15 años,Españoles,Hombres,2020,19939.0
1190,19,0-15 años,Españoles,Hombres,2019,20148.0
1191,19,0-15 años,Españoles,Mujeres,2021,18879.0
1192,19,0-15 años,Españoles,Mujeres,2020,19001.0
1193,19,0-15 años,Españoles,Mujeres,2019,19231.0
1194,19,0-15 años,Extranjeros,Hombres,2021,3443.0
1195,19,0-15 años,Extranjeros,Hombres,2020,3398.0
1196,19,0-15 años,Extranjeros,Hombres,2019,3151.0
1197,19,0-15 años,Extranjeros,Mujeres,2021,3148.0
1198,19,0-15 años,Extranjeros,Mujeres,2020,3092.0
1199,19,0-15 años,Extranjeros,Mujeres,2019,2909.0
1200,19,0-15 años,% Extranjeros,Hombres,2021,14.77
1201,19,0-15 años,% Extranjeros,Hombres,2020,14.56
1202,19,0-15 años,% Extranjeros,Hombres,2019,13.52
1203,19,0-15 años,% Extranjeros,Mujeres,2021,14.29
1204,19,0-15 años,% Extranjeros,Mujeres,2020,14.0
1205,19,0-15 años,% Extranjeros,Mujeres,2019,13.14
1206,19,16-64 años,Españoles,Hombres,2021,77272.0
1207,19,16-64 años,Españoles,Hombres,2020,75941.0
1208,19,16-64 años,Españoles,Hombres,2019,75205.0
1209,19,16-64 años,Españoles,Mujeres,2021,71877.0
1210,19,16-64 años,Españoles,Mujeres,2020,70600.0
1211,19,16-64 años,Españoles,Mujeres,2019,70015.0
1212,19,16-64 años,Extranjeros,Hombres,2021,14326.0
1213,19,16-64 años,Extranjeros,Hombres,2020,14086.0
1214,19,16-64 años,Extranjeros,Hombres,2019,12995.0
1215,19,16-64 años,Extranjeros,Mujeres,2021,13974.0
1216,19,16-64 años,Extranjeros,Mujeres,2020,13698.0
1217,19,16-64 años,Extranjeros,Mujeres,2019,12739.0
1218,19,16-64 años,% Extranjeros,Hombres,2021,15.64
1219,19,16-64 años,% Extranjeros,Hombres,2020,15.65
1220,19,16-64 años,% Extranjeros,Hombres,2019,14.73
1221,19,16-64 años,% Extranjeros,Mujeres,2021,16.28
1222,19,16-64 años,% Extranjeros,Mujeres,2020,16.25
1223,19,16-64 años,% Extranjeros,Mujeres,2019,15.39
1224,19,65 y más,Españoles,Hombres,2021,19183.0
1225,19,65 y más,Españoles,Hombres,2020,19006.0
1226,19,65 y más,Españoles,Hombres,2019,18616.0
1227,19,65 y más,Españoles,Mujeres,2021,22259.0
1228,19,65 y más,Españoles,Mujeres,2020,21999.0
1229,19,65 y más,Españoles,Mujeres,2019,21681.0
1230,19,65 y más,Extranjeros,Hombres,2021,528.0
1231,19,65 y más,Extranjeros,Hombres,2020,469.0
1232,19,65 y más,Extranjeros,Hombres,2019,419.0
1233,19,65 y más,Extranjeros,Mujeres,2021,827.0
1234,19,65 y más,Extranjeros,Mujeres,2020,766.0
1235,19,65 y más,Extranjeros,Mujeres,2019,653.0
1236,19,65 y más,% Extranjeros,Hombres,2021,2.68
1237,19,65 y más,% Extranjeros,Hombres,2020,2.41
1238,19,65 y más,% Extranjeros,Hombres,2019,2.2
1239,19,65 y más,% Extranjeros,Mujeres,2021,3.58
1240,19,65 y más,% Extranjeros,Mujeres,2020,3.36
1241,19,65 y más,% Extranjeros,Mujeres,2019,2.92
1242,21,0-15 años,Españoles,Hombres,2021,40100.0
1243,21,0-15 años,Españoles,Hombres,2020,40738.0
1244,21,0-15 años,Españoles,Hombres,2019,41364.0
1245,21,0-15 años,Españoles,Mujeres,2021,37778.0
1246,21,0-15 años,Españoles,Mujeres,2020,38263.0
1247,21,0-15 años,Españoles,Mujeres,2019,38791.0
1248,21,0-15 años,Extranjeros,Hombres,2021,3376.0
1249,21,0-15 años,Extranjeros,Hombres,2020,3348.0
1250,21,0-15 años,Extranjeros,Hombres,2019,3145.0
1251,21,0-15 años,Extranjeros,Mujeres,2021,3036.0
1252,21,0-15 años,Extranjeros,Mujeres,2020,3061.0
1253,21,0-15 años,Extranjeros,Mujeres,2019,2876.0
1254,21,0-15 años,% Extranjeros,Hombres,2021,7.77
1255,21,0-15 años,% Extranjeros,Hombres,2020,7.59
1256,21,0-15 años,% Extranjeros,Hombres,2019,7.07
1257,21,0-15 años,% Extranjeros,Mujeres,2021,7.44
1258,21,0-15 años,% Extranjeros,Mujeres,2020,7.41
1259,21,0-15 años,% Extranjeros,Mujeres,2019,6.9
1260,21,16-64 años,Españoles,Hombres,2021,157874.0
1261,21,16-64 años,Españoles,Hombres,2020,157764.0
1262,21,16-64 años,Españoles,Hombres,2019,158091.0
1263,21,16-64 años,Españoles,Mujeres,2021,153436.0
1264,21,16-64 años,Españoles,Mujeres,2020,153541.0
1265,21,16-64 años,Españoles,Mujeres,2019,153620.0
1266,21,16-64 años,Extranjeros,Hombres,2021,19197.0
1267,21,16-64 años,Extranjeros,Hombres,2020,18557.0
1268,21,16-64 años,Extranjeros,Hombres,2019,17489.0
1269,21,16-64 años,Extranjeros,Mujeres,2021,20809.0
1270,21,16-64 años,Extranjeros,Mujeres,2020,20653.0
1271,21,16-64 años,Extranjeros,Mujeres,2019,19664.0
1272,21,16-64 años,% Extranjeros,Hombres,2021,10.84
1273,21,16-64 años,% Extranjeros,Hombres,2020,10.52
1274,21,16-64 años,% Extranjeros,Hombres,2019,9.96
1275,21,16-64 años,% Extranjeros,Mujeres,2021,11.94
1276,21,16-64 años,% Extranjeros,Mujeres,2020,11.86
1277,21,16-64 años,% Extranjeros,Mujeres,2019,11.35
1278,21,65 y más,Españoles,Hombres,2021,39046.0
1279,21,65 y más,Españoles,Hombres,2020,38161.0
1280,21,65 y más,Españoles,Hombres,2019,37463.0
1281,21,65 y más,Españoles,Mujeres,2021,49297.0
1282,21,65 y más,Españoles,Mujeres,2020,48431.0
1283,21,65 y más,Españoles,Mujeres,2019,47703.0
1284,21,65 y más,Extranjeros,Hombres,2021,988.0
1285,21,65 y más,Extranjeros,Hombres,2020,928.0
1286,21,65 y más,Extranjeros,Hombres,2019,861.0
1287,21,65 y más,Extranjeros,Mujeres,2021,898.0
1288,21,65 y más,Extranjeros,Mujeres,2020,833.0
1289,21,65 y más,Extranjeros,Mujeres,2019,803.0
1290,21,65 y más,% Extranjeros,Hombres,2021,2.47
1291,21,65 y más,% Extranjeros,Hombres,2020,2.37
1292,21,65 y más,% Extranjeros,Hombres,2019,2.25
1293,21,65 y más,% Extranjeros,Mujeres,2021,1.79
1294,21,65 y más,% Extranjeros,Mujeres,2020,1.69
1295,21,65 y más,% Extranjeros,Mujeres,2019,1.66
1296,22,0-15 años,Españoles,Hombres,2021,13906.0
1297,22,0-15 años,Españoles,Hombres,2020,14036.0
1298,22,0-15 años,Españoles,Hombres,2019,14118.0
1299,22,0-15 años,Españoles,Mujeres,2021,13365.0
1300,22,0-15 años,Españoles,Mujeres,2020,13550.0
1301,22,0-15 años,Españoles,Mujeres,2019,13659.0
1302,22,0-15 años,Extranjeros,Hombres,2021,2527.0
1303,22,0-15 años,Extranjeros,Hombres,2020,2475.0
1304,22,0-15 años,Extranjeros,Hombres,2019,2214.0
1305,22,0-15 años,Extranjeros,Mujeres,2021,2187.0
1306,22,0-15 años,Extranjeros,Mujeres,2020,2111.0
1307,22,0-15 años,Extranjeros,Mujeres,2019,1947.0
1308,22,0-15 años,% Extranjeros,Hombres,2021,15.38
1309,22,0-15 años,% Extranjeros,Hombres,2020,14.99
1310,22,0-15 años,% Extranjeros,Hombres,2019,13.56
1311,22,0-15 años,% Extranjeros,Mujeres,2021,14.06
1312,22,0-15 años,% Extranjeros,Mujeres,2020,13.48
1313,22,0-15 años,% Extranjeros,Mujeres,2019,12.48
1314,22,16-64 años,Españoles,Hombres,2021,61843.0
1315,22,16-64 años,Españoles,Hombres,2020,61476.0
1316,22,16-64 años,Españoles,Hombres,2019,61867.0
1317,22,16-64 años,Españoles,Mujeres,2021,56913.0
1318,22,16-64 años,Españoles,Mujeres,2020,56638.0
1319,22,16-64 años,Españoles,Mujeres,2019,56932.0
1320,22,16-64 años,Extranjeros,Hombres,2021,12502.0
1321,22,16-64 años,Extranjeros,Hombres,2020,11895.0
1322,22,16-64 años,Extranjeros,Hombres,2019,10611.0
1323,22,16-64 años,Extranjeros,Mujeres,2021,10725.0
1324,22,16-64 años,Extranjeros,Mujeres,2020,10550.0
1325,22,16-64 años,Extranjeros,Mujeres,2019,9615.0
1326,22,16-64 años,% Extranjeros,Hombres,2021,16.82
1327,22,16-64 años,% Extranjeros,Hombres,2020,16.21
1328,22,16-64 años,% Extranjeros,Hombres,2019,14.64
1329,22,16-64 años,% Extranjeros,Mujeres,2021,15.86
1330,22,16-64 años,% Extranjeros,Mujeres,2020,15.7
1331,22,16-64 años,% Extranjeros,Mujeres,2019,14.45
1332,22,65 y más,Españoles,Hombres,2021,22436.0
1333,22,65 y más,Españoles,Hombres,2020,22248.0
1334,22,65 y más,Españoles,Hombres,2019,22098.0
1335,22,65 y más,Españoles,Mujeres,2021,26977.0
1336,22,65 y más,Españoles,Mujeres,2020,26914.0
1337,22,65 y más,Españoles,Mujeres,2019,26711.0
1338,22,65 y más,Extranjeros,Hombres,2021,393.0
1339,22,65 y más,Extranjeros,Hombres,2020,349.0
1340,22,65 y más,Extranjeros,Hombres,2019,320.0
1341,22,65 y más,Extranjeros,Mujeres,2021,490.0
1342,22,65 y más,Extranjeros,Mujeres,2020,445.0
1343,22,65 y más,Extranjeros,Mujeres,2019,369.0
1344,22,65 y más,% Extranjeros,Hombres,2021,1.72
1345,22,65 y más,% Extranjeros,Hombres,2020,1.54
1346,22,65 y más,% Extranjeros,Hombres,2019,1.43
1347,22,65 y más,% Extranjeros,Mujeres,2021,1.78
1348,22,65 y más,% Extranjeros,Mujeres,2020,1.63
1349,22,65 y más,% Extranjeros,Mujeres,2019,1.36
1350,23,0-15 años,Españoles,Hombres,2021,45957.0
1351,23,0-15 años,Españoles,Hombres,2020,46775.0
1352,23,0-15 años,Españoles,Hombres,2019,48148.0
1353,23,0-15 años,Españoles,Mujeres,2021,43570.0
1354,23,0-15 años,Españoles,Mujeres,2020,44371.0
1355,23,0-15 años,Españoles,Mujeres,2019,45724.0
1356,23,0-15 años,Extranjeros,Hombres,2021,1246.0
1357,23,0-15 años,Extranjeros,Hombres,2020,1187.0
1358,23,0-15 años,Extranjeros,Hombres,2019,1105.0
1359,23,0-15 años,Extranjeros,Mujeres,2021,1144.0
1360,23,0-15 años,Extranjeros,Mujeres,2020,1109.0
1361,23,0-15 años,Extranjeros,Mujeres,2019,1080.0
1362,23,0-15 años,% Extranjeros,Hombres,2021,2.64
1363,23,0-15 años,% Extranjeros,Hombres,2020,2.47
1364,23,0-15 años,% Extranjeros,Hombres,2019,2.24
1365,23,0-15 años,% Extranjeros,Mujeres,2021,2.56
1366,23,0-15 años,% Extranjeros,Mujeres,2020,2.44
1367,23,0-15 años,% Extranjeros,Mujeres,2019,2.31
1368,23,16-64 años,Españoles,Hombres,2021,202720.0
1369,23,16-64 años,Españoles,Hombres,2020,203969.0
1370,23,16-64 años,Españoles,Hombres,2019,205221.0
1371,23,16-64 años,Españoles,Mujeres,2021,195671.0
1372,23,16-64 años,Españoles,Mujeres,2020,196708.0
1373,23,16-64 años,Españoles,Mujeres,2019,198108.0
1374,23,16-64 años,Extranjeros,Hombres,2021,7305.0
1375,23,16-64 años,Extranjeros,Hombres,2020,7188.0
1376,23,16-64 años,Extranjeros,Hombres,2019,6811.0
1377,23,16-64 años,Extranjeros,Mujeres,2021,6362.0
1378,23,16-64 años,Extranjeros,Mujeres,2020,6178.0
1379,23,16-64 años,Extranjeros,Mujeres,2019,5695.0
1380,23,16-64 años,% Extranjeros,Hombres,2021,3.48
1381,23,16-64 años,% Extranjeros,Hombres,2020,3.4
1382,23,16-64 años,% Extranjeros,Hombres,2019,3.21
1383,23,16-64 años,% Extranjeros,Mujeres,2021,3.15
1384,23,16-64 años,% Extranjeros,Mujeres,2020,3.05
1385,23,16-64 años,% Extranjeros,Mujeres,2019,2.79
1386,23,65 y más,Españoles,Hombres,2021,52681.0
1387,23,65 y más,Españoles,Hombres,2020,52876.0
1388,23,65 y más,Españoles,Hombres,2019,51736.0
1389,23,65 y más,Españoles,Mujeres,2021,69691.0
1390,23,65 y más,Españoles,Mujeres,2020,70269.0
1391,23,65 y más,Españoles,Mujeres,2019,69255.0
1392,23,65 y más,Extranjeros,Hombres,2021,414.0
1393,23,65 y más,Extranjeros,Hombres,2020,369.0
1394,23,65 y más,Extranjeros,Hombres,2019,335.0
1395,23,65 y más,Extranjeros,Mujeres,2021,429.0
1396,23,65 y más,Extranjeros,Mujeres,2020,382.0
1397,23,65 y más,Extranjeros,Mujeres,2019,346.0
1398,23,65 y más,% Extranjeros,Hombres,2021,0.78
1399,23,65 y más,% Extranjeros,Hombres,2020,0.69
1400,23,65 y más,% Extranjeros,Hombres,2019,0.64
1401,23,65 y más,% Extranjeros,Mujeres,2021,0.61
1402,23,65 y más,% Extranjeros,Mujeres,2020,0.54
1403,23,65 y más,% Extranjeros,Mujeres,2019,0.5
1404,24,0-15 años,Españoles,Hombres,2021,24361.0
1405,24,0-15 años,Españoles,Hombres,2020,24920.0
